amc,folio,pan,scheme,advisor,rta,amfi,date,description,amount,units,nav,balance,type,dividend
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Jul-2018,Purchase - SIP,5000.0,149.141,33.5252,11636.905,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Aug-2018,Purchase - SIP,5000.0,147.133,33.9829,11784.037,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Sep-2018,Purchase - SIP,5000.0,145.046,34.4719,11929.083,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Oct-2018,Purchase - SIP,5000.0,143.713,34.7915,12072.796,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Oct-2018,STAMP DUTY,2.5,0.0,,12072.796,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Nov-2018,Purchase - SIP,5000.0,141.845,35.2498,12214.641,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Dec-2018,Purchase - SIP,5000.0,139.426,35.8613,12354.067,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Dec-2018,STT TAX,2.5,0.0,,12354.067,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Jan-2019,Purchase - SIP,5000.0,140.928,35.4791,12494.995,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Jan-2019,Dividend Paid,6247.5,0.0,,12494.995,DIVIDEND_PAYOUT,6247.5
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Feb-2019,Purchase - SIP,5000.0,141.667,35.294,12636.662,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Mar-2019,Purchase - SIP,5000.0,144.153,34.6855,12780.815,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Mar-2019,STT TAX,2.5,0.0,,12780.815,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Apr-2019,Purchase - SIP,5000.0,146.419,34.1487,12927.234,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Apr-2019,STT TAX,2.5,0.0,,12927.234,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-May-2019,Purchase - SIP,5000.0,144.121,34.693,13071.355,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Jun-2019,Purchase - SIP,5000.0,145.487,34.3673,13216.842,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Jul-2019,Purchase - SIP,5000.0,141.519,35.331,13358.361,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Aug-2019,Purchase - SIP,5000.0,141.825,35.2546,13500.186,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Aug-2019,STT TAX,2.5,0.0,,13500.186,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Sep-2019,Purchase - SIP,5000.0,141.297,35.3865,13641.483,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Oct-2019,Purchase - SIP,5000.0,140.69,35.539,13782.173,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Oct-2019,Dividend Paid,6891.09,0.0,,13782.173,DIVIDEND_PAYOUT,6891.09
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Nov-2019,Purchase - SIP,5000.0,141.154,35.4222,13923.328,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Nov-2019,Dividend Paid,6961.66,0.0,,13923.328,DIVIDEND_PAYOUT,6961.66
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Dec-2019,Purchase - SIP,5000.0,142.295,35.1382,14065.623,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Jan-2020,Purchase - SIP,5000.0,141.34,35.3758,14206.963,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Feb-2020,Purchase - SIP,5000.0,138.731,36.0409,14345.694,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Mar-2020,Purchase - SIP,5000.0,140.41,35.6099,14486.105,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Mar-2020,Dividend Paid,7243.05,0.0,,14486.105,DIVIDEND_PAYOUT,7243.05
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Apr-2020,Purchase - SIP,5000.0,140.489,35.59,14626.593,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-May-2020,Purchase - SIP,5000.0,138.447,36.1148,14765.041,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jun-2020,Purchase - SIP,5000.0,139.189,35.9225,14904.229,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jul-2020,Purchase - SIP,5000.0,139.831,35.7574,15044.061,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jul-2020,Dividend Paid,7522.03,0.0,,15044.061,DIVIDEND_PAYOUT,7522.03
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Aug-2020,Purchase - SIP,5000.0,139.389,35.8707,15183.45,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Aug-2020,STAMP DUTY,2.5,0.0,,15183.45,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Sep-2020,Purchase - SIP,5000.0,136.218,36.7058,15319.668,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Sep-2020,STT TAX,2.5,0.0,,15319.668,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Oct-2020,Purchase - SIP,5000.0,136.145,36.7254,15455.814,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Nov-2020,Purchase - SIP,5000.0,134.29,37.2328,15590.104,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Nov-2020,STAMP DUTY,2.5,0.0,,15590.104,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Dec-2020,Purchase - SIP,5000.0,132.302,37.7923,15722.406,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Dec-2020,Dividend Paid,7861.2,0.0,,15722.406,DIVIDEND_PAYOUT,7861.2
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Jan-2021,Purchase - SIP,5000.0,133.8,37.3691,15856.206,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Feb-2021,Purchase - SIP,5000.0,136.302,36.6833,15992.508,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Mar-2021,Purchase - SIP,5000.0,134.919,37.0592,16127.428,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Apr-2021,Purchase - SIP,5000.0,137.204,36.4421,16264.632,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-May-2021,Purchase - SIP,5000.0,135.188,36.9855,16399.82,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Jun-2021,Purchase - SIP,5000.0,137.824,36.2783,16537.643,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Jul-2021,Purchase - SIP,5000.0,134.042,37.3016,16671.686,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Jul-2021,Dividend Paid,8335.84,0.0,,16671.686,DIVIDEND_PAYOUT,8335.84
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Aug-2021,Purchase - SIP,5000.0,131.83,37.9278,16803.515,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Sep-2021,Purchase - SIP,5000.0,133.314,37.5055,16936.829,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Oct-2021,Purchase - SIP,5000.0,133.041,37.5825,17069.87,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Nov-2021,Purchase - SIP,5000.0,134.428,37.1946,17204.298,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Dec-2021,Purchase - SIP,5000.0,131.061,38.15,17335.359,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Jan-2022,Purchase - SIP,5000.0,132.888,37.6257,17468.247,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Feb-2022,Purchase - SIP,5000.0,129.267,38.6798,17597.514,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Feb-2022,STAMP DUTY,2.5,0.0,,17597.514,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Mar-2022,Purchase - SIP,5000.0,127.519,39.2099,17725.033,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Apr-2022,Purchase - SIP,5000.0,128.845,38.8063,17853.878,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-May-2022,Purchase - SIP,5000.0,126.099,39.6514,17979.976,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Jun-2022,Purchase - SIP,5000.0,127.712,39.1506,18107.688,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Jul-2022,Purchase - SIP,5000.0,125.566,39.8197,18233.255,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Jul-2022,STT TAX,2.5,0.0,,18233.255,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-Aug-2022,Purchase - SIP,5000.0,125.672,39.7863,18358.926,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-Aug-2022,Redemption,-146086.58,-3671.785,39.7863,14687.141,REDEMPTION,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Sep-2022,Purchase - SIP,5000.0,123.004,40.6492,14810.144,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Oct-2022,Purchase - SIP,5000.0,121.163,41.2667,14931.308,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Nov-2022,Purchase - SIP,5000.0,120.132,41.621,15051.439,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Dec-2022,Purchase - SIP,5000.0,119.248,41.9296,15170.687,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Jan-2023,Purchase - SIP,5000.0,117.69,42.4843,15288.377,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Jan-2023,STT TAX,2.5,0.0,,15288.377,STT_TAX,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Feb-2023,Purchase - SIP,5000.0,116.228,43.0191,15404.605,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Mar-2023,Purchase - SIP,5000.0,112.949,44.2676,15517.554,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Apr-2023,Purchase - SIP,5000.0,113.618,44.007,15631.173,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-May-2023,Purchase - SIP,5000.0,115.002,43.4774,15746.175,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-May-2023,STAMP DUTY,2.5,0.0,,15746.175,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Jun-2023,Purchase - SIP,5000.0,114.29,43.7482,15860.465,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Jun-2023,STAMP DUTY,2.5,0.0,,15860.465,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Jul-2023,Purchase - SIP,5000.0,116.608,42.8787,15977.073,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-Aug-2023,Purchase - SIP,5000.0,113.313,44.1256,16090.386,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-Aug-2023,STAMP DUTY,2.5,0.0,,16090.386,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,31-Aug-2023,Purchase - SIP,5000.0,115.221,43.3948,16205.607,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Sep-2023,Purchase - SIP,5000.0,113.486,44.0582,16319.094,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Oct-2023,Purchase - SIP,5000.0,110.961,45.0608,16430.055,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-Nov-2023,Purchase - SIP,5000.0,109.388,45.7089,16539.443,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-Dec-2023,Purchase - SIP,5000.0,109.717,45.5717,16649.16,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Jan-2024,Purchase - SIP,5000.0,107.786,46.3882,16756.946,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Feb-2024,Purchase - SIP,5000.0,109.538,45.6461,16866.485,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Mar-2024,Purchase - SIP,5000.0,111.751,44.7424,16978.235,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Apr-2024,Purchase - SIP,5000.0,111.274,44.934,17089.51,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-May-2024,Purchase - SIP,5000.0,112.452,44.4633,17201.962,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Jun-2024,Purchase - SIP,5000.0,114.41,43.7024,17316.372,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Jul-2024,Purchase - SIP,5000.0,115.599,43.2528,17431.972,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Aug-2024,Purchase - SIP,5000.0,113.608,44.0111,17545.579,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Sep-2024,Purchase - SIP,5000.0,114.254,43.7623,17659.833,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Oct-2024,Purchase - SIP,5000.0,112.654,44.3838,17772.487,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Nov-2024,Purchase - SIP,5000.0,113.803,43.9354,17886.29,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Dec-2024,Purchase - SIP,5000.0,114.055,43.8385,18000.345,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Jan-2025,Purchase - SIP,5000.0,113.023,44.2387,18113.369,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Feb-2025,Purchase - SIP,5000.0,112.476,44.4538,18225.845,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Feb-2025,STAMP DUTY,2.5,0.0,,18225.845,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Mar-2025,Purchase - SIP,5000.0,114.32,43.7369,18340.165,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Apr-2025,Purchase - SIP,5000.0,111.068,45.0175,18451.233,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-May-2025,Purchase - SIP,5000.0,110.578,45.2168,18561.811,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Jun-2025,Purchase - SIP,5000.0,112.34,44.5079,18674.151,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Jun-2025,STAMP DUTY,2.5,0.0,,18674.151,STAMP_DUTY,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Jul-2025,Purchase - SIP,5000.0,111.686,44.7686,18785.836,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Aug-2025,Purchase - SIP,5000.0,111.898,44.6834,18897.735,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Sep-2025,Purchase - SIP,5000.0,110.064,45.4281,19007.799,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Oct-2025,Purchase - SIP,5000.0,112.214,44.5575,19120.013,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Nov-2025,Purchase - SIP,5000.0,110.552,45.2278,19230.565,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Dec-2025,Purchase - SIP,5000.0,112.74,44.3497,19343.305,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Dec-2025,Dividend Paid,9671.65,0.0,,19343.305,DIVIDEND_PAYOUT,9671.65
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jan-2026,Purchase - SIP,5000.0,113.335,44.1171,19456.64,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Feb-2026,Purchase - SIP,5000.0,110.84,45.1099,19567.48,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Mar-2026,Purchase - SIP,5000.0,108.031,46.2828,19675.512,PURCHASE_SIP,
HDFC Mutual Fund,AAAA9990,AAAAA1111A,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Mar-2026,STAMP DUTY,2.5,0.0,,19675.512,STAMP_DUTY,
